request_id,request
5667,i want to get reminded to clean my room
5668,pay my cable bill from my checking account
5669,"i ran out of bread, order more"
5670,"initiate connection with my phone, please"
5671,"my check engine light is on, i need someone to look at it"
5672,has my vacation request been approved yet
5673,where can i get a appointment for a tire check for the car
5674,how should i say hello in french
5675,order all items on my shopping list
5676,any ideas on a good place to eat out
5677,what is the process for making a vacation request
5678,pair with phone
5679,i want my original settings back
5680,any status update on my day off request
5681,stop it now!
5682,remind me of the items on my list of things to remember
5683,what kind of fuel do i need
5684,i ordered new light bulbs online when will they get here
5685,"around nine, is ambrosio busy"
5686,i need to know what kind of gas to put in this car
5687,i need to schedule somewhere get my tires checked out
5688,what kind of oil does my car take and how do i do a change
5689,"what've i got set for friday, the 13th, of next year"
5690,when does my oil need to be changed
5691,lets fin out some fun facts about humans
5692,please help me make a request for vacation
5693,turn the fan on please
5694,at what point will i need another oil change
5695,how is a vacation request done
5696,please stop the current process
5697,do i need a us visa for cuba
5698,refresh to factory defaults
5699,do they use weird plugs in australia where i'd need some kind of socket converter
5700,could you slow down your speech
5701,"what's the date tomorrow, please"
5702,set the oven temperature to 350
5703,i can't find my luggage anywhere and there's no more on the conveyor
5704,how long will it take me to be seated at ihop
5705,please add onto my phone
5706,what's the next day i am scheduled off
5707,what can i call you
5708,i need my bank account frozen
5709,pay $175 on my visa
5710,what day it today
5711,i need a reminder set for signing up for the conference
5712,"speak more quickly, please"
5713,must i have an international visa when travelling to russia
5714,my card got melted and i need to report it
5715,did i set a day on my calendar for voting in the next election
5716,i wanna find a hotel with good reviews in phoenix
5717,where's my phone
5718,what things do you know about
5719,when will my jetblue flight get here
5720,i would like to know if i can put a pto request in for march 19 to march 20
5721,pay my water bill with my charles schwab account
5722,how do i slow down my ai's voice
5723,what's an interesting tidbit about rivers
5724,what is behind life's meaning
5725,please track my package
5726,how do i go about resolving my luggage that didn't arrive
5727,how do applications for discover cards work
5728,will this car run on the cheaper gas
5729,do i need a socket converter if i'm going to be in uruguay
5730,remind me again please
5731,whats the reward balance for my visa
5732,do i still have vacation days
5733,set a reminder
5734,can i put in a pto request for august 1st to august 10th
5735,"who can look at my car, the engine light is on"
5736,please check my credit limit on my visa
5737,tell me today's weather forecast
5738,i can't find my phone
5739,put a hold on my bank account
5740,i want to hear beatles music
5741,i wanna know the gas i need to fill this car up with
5742,i must get a hotel in phoenix near chase field from january 4th to the 8th
5743,find me cat trivia now please
5744,how to apply for platinum card
5745,what do i get taxed at my income level
5746,what's my tax rate
5747,please alert my bank i'm going to be in the caymans from may 1st to june 2nd
5748,what is 2+2
5749,i wish to apply for a visa card
5750,please locate my phone
5751,tell me the reviews for chipotle
5752,my card fell in the toilet and now the chip does not work
5753,what can you do to make yourself useful
5754,do i have 30th birthday party on my calendar
5755,pause my account
5756,what is the next step if my luggage was lost
5757,"hey ai, don't speak fast"
5758,what are the steps required for making a vacation request
5759,please stop talking
5760,put together a list of instructions for me on how to change the oil in my car
5761,will the restaurant be busy at 5pm
5762,can you please remind me of the items that i made note of to not forget
5763,is there air in my tires
5764,do you know if meeting rooms are open to use 1-2
5765,what sorts of queries should i give you
5766,i need to make a vacation request; how
5767,what can you do
5768,tell me how low the air in my tires are
5769,return to default settings
5770,"if i ate a cookie, how many calories would i be ingesting"
5771,change your accent now
5772,what do you like being called
5773,what is the wait time for torris
5774,where can i find my gas tank
5775,do you know when my card will come in
5776,what is the amount of rewards points on my visa card
